,word,wordnum
0,文学,14.0
1,小说,14.0
2,外国文学,13.0
3,经典,12.0
4,哲学,9.0
5,英国,6.0
6,历史,6.0
7,中国,6.0
8,社会,5.0
9,宗教,5.0
10,中国文学,5.0
11,社会学,5.0
12,英国文学,4.0
13,绘本,4.0
14,古典文学,4.0
15,国学,4.0
16,庄子,3.0
17,儿童文学,3.0
18,文化,3.0
19,散文,3.0
20,思想,3.0
21,心理学,3.0
22,美国,3.0
23,佛教,3.0
24,佛学,3.0
25,思维,2.0
26,漫画,2.0
27,德国文学,2.0
28,童话,2.0
29,人类学,2.0
30,文学理论,2.0
31,诗歌,2.0
32,随笔,2.0
33,中国古典文学,2.0
34,传记,2.0
35,金刚经,2.0
36,政治,2.0
37,明朝,2.0
38,赫尔曼·黑塞,2.0
39,南怀瑾,2.0
40,瑞典,2.0
41,中国历史,2.0
42,社会心理学,2.0
43,俄国文学,2.0
44,科幻,2.0
45,心理,2.0
46,道家,2.0
47,传统文化,2.0
48,诗词,2.0
49,奇幻,2.0
50,黑塞,2.0
51,思考,2.0
52,科幻小说,2.0
53,魏晋,2.0
54,茨威格,2.0
55,奥地利,2.0
56,经济,2.0
57,德国,2.0
58,毛姆,2.0
59,明史,2.0
60,名著,1.0
61,王尔德,1.0
62,建筑理论,1.0
63,流浪,1.0
64,生命,1.0
65,人性,1.0
66,斯蒂芬·茨威格,1.0
67,被爱路过,1.0
68,史诗,1.0
69,乔治·马丁,1.0
70,张纯如：南京暴行-被遗忘的大屠杀,1.0
71,温暖的绘本,1.0
72,纪实,1.0
73,丹麦,1.0
74,南京大屠杀,1.0
75,俄罗斯,1.0
76,上帝,1.0
77,计算机,1.0
78,法国,1.0
79,诸子百家,1.0
80,追寻记忆的痕迹,1.0
81,张纯如,1.0
82,温柔的夜,1.0
83,吴淼,1.0
84,心灵的焦灼,1.0
85,国外绘本,1.0
86,大明王朝,1.0
87,纳尔齐斯与歌尔德蒙,1.0
88,托尔斯泰,1.0
89,弗兰姆普顿,1.0
90,毛姆<人生的枷锁>,1.0
91,战争,1.0
92,津巴多,1.0
93,海伯利安,1.0
94,太空漫游,1.0
95,PeterHessler,1.0
96,童书,1.0
97,软件开发,1.0
98,叶嘉莹,1.0
99,古典,1.0
100,建构,1.0
101,Headfirst,1.0
102,纪实中国,1.0
103,万历十五年,1.0
104,C.S.Lewis,1.0
105,民主,1.0
106,鸠摩罗什,1.0
107,故道白云,1.0
108,中国经典哲学思想,1.0
109,王国维,1.0
110,农村,1.0
111,纪伯伦,1.0
112,魔幻,1.0
113,软件工程,1.0
114,散文随笔,1.0
115,文学评论,1.0
116,冰与火之歌,1.0
117,南京浩劫,1.0
118,刘和平,1.0
119,塔希里亚,1.0
120,金刚般若波罗蜜经,1.0
121,儿童,1.0
122,西方奇幻,1.0
123,文艺理论,1.0
124,快乐王子,1.0
125,陈寅恪,1.0
126,政治寓言,1.0
127,历史小说,1.0
128,建筑史,1.0
129,甲骨文,1.0
130,文论,1.0
131,态度改变与社会影响,1.0
132,图画书,1.0
133,佛陀,1.0
134,人生,1.0
135,中国文化,1.0
136,欧洲文学,1.0
137,社会性动物,1.0
138,佛经,1.0
139,南北朝,1.0
140,象棋的故事,1.0
141,丹·西蒙斯,1.0
142,坛经,1.0
143,文革,1.0
144,法国文学,1.0
145,经济学,1.0
146,社会理论:社会学,1.0
147,感人，坚强，温暖，海豚传媒,1.0
148,感人,1.0
149,三毛,1.0
150,庄子諵譁,1.0
151,新教伦理与资本主义精神,1.0
152,禅,1.0
153,韦伯,1.0
154,基督山伯爵,1.0
155,建筑,1.0
156,软件设计,1.0
157,塔希里亚世界,1.0
158,中国古代史,1.0
159,何伟,1.0
160,先知,1.0
161,魏晋风度,1.0
162,阿瑟·克拉克,1.0
163,反乌托邦,1.0
164,史铁生散文,1.0
165,费孝通,1.0
166,神学,1.0
167,情感,1.0
168,二十世纪西方文论,1.0
169,哲诗,1.0
170,二战,1.0
171,设计模式,1.0
172,俄国,1.0
173,科普,1.0
174,江村经济,1.0
175,路易斯,1.0
176,刀锋,1.0
177,我的爸爸叫焦尼,1.0
178,中國文學,1.0
179,史铁生,1.0
180,编程,1.0
181,人生的枷锁,1.0
182,灵修,1.0
183,太空歌剧,1.0
184,当代文学,1.0
185,政治哲学,1.0
186,列夫·托尔斯泰,1.0
187,认知,1.0
188,阿城,1.0
189,慕容引刀,1.0
190,java,1.0
191,黄仁宇,1.0
192,人间词话,1.0
193,帕乌斯托夫斯基,1.0
194,极权主义,1.0
195,刀刀,1.0
196,认知神经科学,1.0
197,基督教,1.0
198,汉魏六朝,1.0
199,信仰,1.0
200,金蔷薇,1.0
201,心经,1.0
202,建构文化研究,1.0
203,乔治·奥威尔,1.0
204,顾准,1.0
205,世说新语,1.0
206,一行禅师,1.0
207,伊格尔顿,1.0
208,台湾,1.0
209,魏晋南北朝,1.0
210,大仲马,1.0
211,记忆,1.0
212,生活,1.0
213,爷爷变成了幽灵,1.0
214,弗兰普顿,1.0
