,word,wordnum
0,小说,4.0
1,外国文学,4.0
2,绘本,3.0
3,历史,3.0
4,传记,2.0
5,中国文学,2.0
6,社会学,2.0
7,女性,2.0
8,漫画,2.0
9,文学,2.0
10,王小波,1.0
11,那不勒斯四部曲,1.0
12,现代文学,1.0
13,纪实,1.0
14,理想国,1.0
15,医学人文,1.0
16,台湾文学,1.0
17,漫画/绘本,1.0
18,林奕含,1.0
19,法国,1.0
20,童话,1.0
21,人文社科,1.0
22,历史小说,1.0
23,有趣想读,1.0
24,日本,1.0
25,舆论,1.0
26,中国当代文学,1.0
27,游戏,1.0
28,绘本&漫画,1.0
29,沃尔特·李普曼,1.0
30,Z历史-中国-故宫,1.0
31,意大利文学,1.0
32,女性/性别,1.0
33,+王小波+李银河,1.0
34,成长,1.0
35,后浪漫,1.0
36,数据分析,1.0
37,理想国译丛,1.0
38,营销,1.0
39,吉竹伸介,1.0
40,苏俄文学,1.0
41,回忆录,1.0
42,运营,1.0
43,短篇小说,1.0
44,故宫,1.0
45,奥古斯都,1.0
46,互联网,1.0
47,新闻传播,1.0
48,用户增长,1.0
49,人类学,1.0
50,法国文学,1.0
51,英国,1.0
52,古罗马,1.0
53,有趣,1.0
54,数据,1.0
55,解谜,1.0
56,医学,1.0
57,俄罗斯文学,1.0
58,普鲁斯特,1.0
59,意大利,1.0
60,插画,1.0
61,商业,1.0
62,新闻传播学,1.0
63,社会,1.0
64,脑洞,1.0
65,埃莱娜•费兰特,1.0
66,图像小说,1.0
67,俄国,1.0
68,中国,1.0
69,治愈,1.0
70,科普,1.0
71,推理悬疑,1.0
72,政治学,1.0
73,法国绘画,1.0
74,自我保护,1.0
75,约翰·威廉斯,1.0
76,绘本，儿童文学,1.0
77,美国,1.0
78,生活,1.0
79,台湾,1.0
80,美国文学,1.0
81,增长黑客,1.0
82,社会学-新闻传播,1.0
83,传播学,1.0
84,本尼迪克特·安德森,1.0
85,自传,1.0
86,文化史,1.0
87,俄罗斯,1.0
