,word,wordnum
0,小说,7.0
1,历史,5.0
2,爱情,4.0
3,文学,4.0
4,外国文学,4.0
5,中国文学,3.0
6,美国,3.0
7,回忆录,3.0
8,阿尔贝·加缪,2.0
9,存在主义,2.0
10,法国文学,2.0
11,英国,2.0
12,经典,2.0
13,托尔金,2.0
14,社会学,2.0
15,法国,2.0
16,加缪,2.0
17,奇幻,2.0
18,魔戒,2.0
19,心理学,2.0
20,哲学,2.0
21,韩国,1.0
22,苏格拉底,1.0
23,思维,1.0
24,西方哲学,1.0
25,文学史,1.0
26,三联,1.0
27,苦难,1.0
28,国学,1.0
29,随笔,1.0
30,国史大纲,1.0
31,个人管理,1.0
32,投资,1.0
33,死亡,1.0
34,英国文学,1.0
35,传记,1.0
36,科幻,1.0
37,自我管理,1.0
38,盐野七生,1.0
39,本杰明·格雷厄姆,1.0
40,菲利普·K.迪克,1.0
41,医学人文,1.0
42,民国,1.0
43,励志,1.0
44,古拉格,1.0
45,剧本,1.0
46,韩国文学,1.0
47,外国历史,1.0
48,以客观的眼光看待西方,1.0
49,意大利文学,1.0
50,人性,1.0
51,J.R.R.Tolkien,1.0
52,木心,1.0
53,我俩的故事,1.0
54,苏联,1.0
55,欧洲,1.0
56,魔幻,1.0
57,菲利普·迪克,1.0
58,熔炉法,1.0
59,香港文学,1.0
60,肯•威尔伯,1.0
61,疾病,1.0
62,钱穆,1.0
63,朱生豪,1.0
64,香港,1.0
65,漫画,1.0
66,超想要!!!!!!!!!,1.0
67,短篇小说,1.0
68,心灵成长,1.0
69,中国历史,1.0
70,集中营,1.0
71,目标设定,1.0
72,灵修,1.0
73,价值投资,1.0
74,二战,1.0
75,方法论,1.0
76,经济学,1.0
77,古罗马,1.0
78,平如美棠,1.0
79,罗马人的故事,1.0
80,人生,1.0
81,李碧华,1.0
82,柏拉图,1.0
83,金融,1.0
84,纳粹,1.0
85,社会史,1.0
86,熔炉,1.0
87,医学,1.0
88,陈丹青,1.0
89,文化,1.0
90,意大利,1.0
91,黑暗时代,1.0
92,戏剧,1.0
93,王鼎钧,1.0
94,社会,1.0
95,DC,1.0
96,经济,1.0
97,书信,1.0
98,科幻小说,1.0
99,科普,1.0
100,修行,1.0
101,金融理财,1.0
102,成功,1.0
103,美学,1.0
104,绘本,1.0
105,中国,1.0
106,人文,1.0
107,文学回忆录,1.0
108,情书,1.0
109,癌症,1.0
110,政治学,1.0
111,股票,1.0
112,古希腊,1.0
113,极权,1.0
114,J.R.R.托尔金,1.0
115,生活,1.0
116,健康,1.0
117,台湾,1.0
118,美国文学,1.0
119,散文,1.0
120,饶平如,1.0
121,霸王别姬,1.0
122,宋清如,1.0
123,中国史,1.0
124,罗马,1.0
125,性侵,1.0
126,心理,1.0
127,普里莫•莱维,1.0
128,美漫,1.0
129,阿兰·摩尔,1.0
