,word,wordnum
0,小说,10.0
1,文学,9.0
2,哲学,8.0
3,外国文学,7.0
4,社会学,6.0
5,中国,6.0
6,历史,5.0
7,心理学,4.0
8,美国,3.0
9,心理,3.0
10,文化,3.0
11,英国,3.0
12,社会,3.0
13,陆臻,2.0
14,经典,2.0
15,中国历史,2.0
16,卡伦·霍尼,2.0
17,政治哲学,2.0
18,军事,2.0
19,当代文学,2.0
20,夏明朗,2.0
21,桔子树,2.0
22,拉美文学,2.0
23,政治,2.0
24,西方哲学,2.0
25,麒麟,2.0
26,计算机,2.0
27,耽美,2.0
28,日本,2.0
29,传记,2.0
30,魔幻现实主义,2.0
31,神经症,2.0
32,最爱❤,2.0
33,精神分析,2.0
34,中国文学,2.0
35,旅行,2.0
36,陈寿,1.0
37,诗,1.0
38,纳尔齐斯与歌尔德蒙,1.0
39,精神分析派,1.0
40,leslie,1.0
41,张国荣,1.0
42,盐野七生,1.0
43,米什金,1.0
44,张国荣的时光,1.0
45,罗马史,1.0
46,金融学,1.0
47,樑思成,1.0
48,寻路中国,1.0
49,纪实,1.0
50,入门,1.0
51,法国,1.0
52,纪实中国,1.0
53,三岛由纪夫,1.0
54,卡伦霍妮,1.0
55,设计,1.0
56,天才,1.0
57,田余庆,1.0
58,爱情心理,1.0
59,佛教,1.0
60,阿城,1.0
61,加西亚·马尔克斯,1.0
62,IT,1.0
63,自然,1.0
64,杨柳松,1.0
65,俄罗斯,1.0
66,四法印,1.0
67,随笔,1.0
68,计算机科学,1.0
69,维特根斯坦,1.0
70,户外,1.0
71,投资,1.0
72,迈克尔•桑德尔,1.0
73,亲密关系,1.0
74,游记,1.0
75,文化研究,1.0
76,穆勒,1.0
77,宗教,1.0
78,拉美,1.0
79,卡伦霍妮KarenDanielsenHorney,1.0
80,香港,1.0
81,动物,1.0
82,程序员,1.0
83,货币金融学,1.0
84,成长,1.0
85,万物刹那又永恒,1.0
86,学术,1.0
87,杨绛,1.0
88,回忆录,1.0
89,德国文学,1.0
90,哲学、宗教与心灵修行,1.0
91,陀思妥耶夫斯基,1.0
92,羌塘,1.0
93,三国志,1.0
94,宗萨蒋扬钦哲仁波切,1.0
95,英国文学,1.0
96,胡安·鲁尔福,1.0
97,哲学入门,1.0
98,女性,1.0
99,国学,1.0
100,王小波,1.0
101,三联,1.0
102,墨西哥,1.0
103,简明哲学导论,1.0
104,奥地利,1.0
105,二十四史,1.0
106,苏格拉底,1.0
107,史学理论,1.0
108,古典文学,1.0
109,群体心理学,1.0
110,中国建筑,1.0
111,爱情,1.0
112,女性主义,1.0
113,哲学家，传记，维特根斯坦,1.0
114,历史学,1.0
115,罗马人的故事,1.0
116,中国文化,1.0
117,毛姆,1.0
118,古罗马,1.0
119,梁思成作品系列,1.0
120,百年孤独,1.0
121,夜行记,1.0
122,经济学,1.0
123,方法论,1.0
124,張國榮,1.0
125,秦汉史,1.0
126,人生枷锁,1.0
127,操作系统&体系结构,1.0
128,哥哥,1.0
129,艺术,1.0
130,计算机系统,1.0
131,正见,1.0
132,探险,1.0
133,人生,1.0
134,狂热分子,1.0
135,穿越,1.0
136,梁漱溟,1.0
137,文集,1.0
138,Ludwig_Wittgenstein,1.0
139,中国古代史,1.0
140,何伟,1.0
141,书信,1.0
142,经济,1.0
143,史学,1.0
144,教材,1.0
145,德国,1.0
146,柏拉图,1.0
147,商业,1.0
148,俄罗斯文学,1.0
149,自由主义,1.0
150,魏晋南北朝史,1.0
151,黑塞,1.0
152,真正自由的人,1.0
153,三国,1.0
154,金融,1.0
155,密尔,1.0
156,吉米·哈利,1.0
157,历史杂文,1.0
158,柏拉圖,1.0
159,广西师范大学出版社,1.0
160,波伏娃,1.0
161,人物传记,1.0
162,古希腊,1.0
163,政治学,1.0
164,哈佛,1.0
165,正义,1.0
166,佛学,1.0
167,编程,1.0
168,自由,1.0
169,操作系统,1.0
170,伦理学,1.0
171,互联网,1.0
172,管理,1.0
173,西藏,1.0
174,女性研究,1.0
175,人文,1.0
176,投资&金融&经济,1.0
177,俄国文学,1.0
178,里尔克,1.0
179,罗马,1.0
180,魏晋南北朝,1.0
181,西蒙娜・德・波伏娃,1.0
182,体系结构,1.0
183,赫尔曼·黑塞,1.0
184,丰饶之海,1.0
185,吉米•哈利“万物”系列,1.0
186,社会心理学,1.0
187,散文,1.0
188,浪潮之巅,1.0
189,书信集,1.0
190,哲学史,1.0
191,天人五衰,1.0
192,三島由紀夫,1.0
193,死屋手记,1.0
194,人际关系,1.0
195,严耕望,1.0
196,日本文学,1.0
197,诗歌,1.0
198,公开课,1.0
199,中国建筑史,1.0
