,word,wordnum
0,经典,11.0
1,哲学,6.0
2,古典文学,5.0
3,小说,5.0
4,中国文学,5.0
5,外国文学,5.0
6,文学,4.0
7,童话,4.0
8,社会学,3.0
9,历史,3.0
10,西方哲学,3.0
11,诗词,3.0
12,儿童文学,3.0
13,法国,3.0
14,国学,3.0
15,美国,2.0
16,诗歌,2.0
17,计算机,2.0
18,软件工程,2.0
19,古希腊,2.0
20,法律,2.0
21,漫画,2.0
22,英国,2.0
23,游记,2.0
24,希尔弗斯坦,2.0
25,编程,2.0
26,政治哲学,2.0
27,中国,2.0
28,成长,2.0
29,法学,2.0
30,绘本,2.0
31,文化,2.0
32,随笔,2.0
33,古典,2.0
34,软件开发,2.0
35,孔子,1.0
36,爱心树,1.0
37,传记,1.0
38,南怀瑾选集,1.0
39,圣埃克苏佩里,1.0
40,传统,1.0
41,慧能,1.0
42,传统十论,1.0
43,规训与惩罚,1.0
44,诸子百家,1.0
45,才情,1.0
46,论语,1.0
47,宋词鉴赏,1.0
48,永恒的经典——父与子,1.0
49,代码,1.0
50,英国文学,1.0
51,秦晖,1.0
52,亚里士多德,1.0
53,童书,1.0
54,亲情,1.0
55,萧红,1.0
56,幽默,1.0
57,思想,1.0
58,雕刻时光,1.0
59,中国法律与中国社会,1.0
60,经典法学书籍,1.0
61,王尔德,1.0
62,经济学入门,1.0
63,加拿大,1.0
64,撒哈拉的故事,1.0
65,刘小枫,1.0
66,economics,1.0
67,古籍,1.0
68,宋词,1.0
69,小王子,1.0
70,宗教,1.0
71,奥威尔,1.0
72,中国历史,1.0
73,谢尔·希尔弗斯坦,1.0
74,南怀瑾,1.0
75,刑法学,1.0
76,苏格拉底,1.0
77,智慧,1.0
78,敏捷开发,1.0
79,王国维,1.0
80,佛教,1.0
81,女性,1.0
82,政治,1.0
83,名著,1.0
84,法律社会学,1.0
85,田野调查,1.0
86,伦理学,1.0
87,重构,1.0
88,柏拉图,1.0
89,agile,1.0
90,诗词评论,1.0
91,经济学原理,1.0
92,绿山墙的安妮,1.0
93,艺术,1.0
94,人类学,1.0
95,经济学,1.0
96,法国文学,1.0
97,寓言,1.0
98,传奇,1.0
99,辞典,1.0
100,有趣,1.0
101,父与子,1.0
102,张爱玲,1.0
103,呼兰河传,1.0
104,中国古典文学,1.0
105,敏捷,1.0
106,三毛,1.0
107,论犯罪与刑罚,1.0
108,德国,1.0
109,犯罪学,1.0
110,贝卡利亚,1.0
111,教材,1.0
112,北方,1.0
113,社会,1.0
114,电影理论,1.0
115,反乌托邦,1.0
116,经济,1.0
117,鉴赏,1.0
118,張愛玲,1.0
119,设计模式,1.0
120,悲惨世界,1.0
121,安德烈·塔可夫斯基,1.0
122,战国策,1.0
123,楚辞,1.0
124,塔可夫斯基,1.0
125,科普,1.0
126,王尔德童话,1.0
127,法制史,1.0
128,电影,1.0
129,佛学,1.0
130,卜劳恩,1.0
131,人间词话,1.0
132,安德烈.塔可夫斯基,1.0
133,曼昆,1.0
134,台湾,1.0
135,散文,1.0
136,刑法,1.0
137,商务印书馆,1.0
138,乔治·奥威尔,1.0
139,失落的一角遇见大圆满,1.0
140,design,1.0
141,瞿同祖,1.0
142,尼各马可伦理学,1.0
143,雨果,1.0
144,1984,1.0
145,睿智,1.0
146,会饮,1.0
147,监狱,1.0
148,中国战国史,1.0
149,programming,1.0
150,禅宗,1.0
151,福柯,1.0
152,Anthropology,1.0
